Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills, Available,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,3,3,2,2,".NET, Adobe XD, Amazon Web Server (AWS), Artificial Intelligence, Blogging, C Programming, C#, C#.NET, C++ Programming, Creative Writing, Data Structures, Design Thinking, English Proficiency (Spoken), English Proficiency (Written), Figma, Firebase, Flutter, GitHub, HTML, Kotlin, Linux, MS-Excel, Machine Learning, Mathematics, Node.js, Online Teaching, Power BI, Python, R Programming, REST API, React Native, ReactJS, Research and Analytics, SCSS, SQL, Search Engine Optimization (SEO), Shell Scripting, Subject Matter Expert (SME), Teaching, TypeScript, UI & UX Design, Vue Js, iOS, CSS, Cloud Computing, Computer Vision, Data Analytics, Data Science, Deep Learning, Digital Marketing, Google AdWords, Java, JavaScript, Natural Language Processing (NLP), Neural Networks, OpenCV, Social Media Marketing, Unity 3D, Unity Engine, Unreal Engine, Android, Web Application Security",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.94,1,1
,2,0,0,0,"Bootstrap, HTML, JavaScript, MS-Excel, Python, Data Analytics",Yes,Bachelor of Computer Science (B.C.S.),computer science,2023,1.00,NA,NA,NA
,3,0,0,0,"C Programming, C++ Programming, MS-Excel, Python",Yes,,Data Science,2023,0.64,NA,1,NA
,2,3,2,3,"Data Analytics, Data Science, Deep Learning, Machine Learning, Neural Networks, Artificial intelligence, C Programming, C++ Programming, Computer Vision, Data Structures, Database Management System (DBMS), Java, MS-Excel, Natural Language Processing (NLP), Python, SQL, Node.js",Yes,B.Tech,computer science,2024,NA,0.851,1,1
,0,0,0,0,,Yes,Master of Technology (M.Tech),Mechanical Engineering,2024,NA,NA,NA,NA
,2,1,0,0,"HTML, Java, Python, SQL, Machine Learning",Yes,Bachelor of Engineering (B.E),Electronics and Communication,2022,NA,NA,NA,NA
,0,0,0,0,,Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2025,NA,NA,NA,NA
,2,2,0,1,"MS-Excel, MS-PowerPoint, Machine Learning, Python, SQL, Tableau, Deep Learning",Yes,Bachelor of Engineering (B.E),Artificial Intelligence And Data Science,2024,0.90,NA,1,1
,1,1,1,0,"C Programming, CSS, Data Science, Django, Git, HTML, Machine Learning, Natural Language Processing (NLP), PostgreSQL, Python",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,0.78,NA,1,1
,3,2,2,2,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Python, C++ Programming, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, Machine Learning, Natural Language Processing (NLP), ReactJS, Java",Yes,B.Tech,computer science,2023,NA,0.817,1,1
,2,2,1,2,"Data Science, Data Structures, Deep Learning, FastAPI, Machine Learning, Python, Amazon Web Server (AWS), Natural Language Processing (NLP)",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2024,NA,0.821,NA,NA
,0,0,0,0,,Yes,Master of Science (M.Sc),Mathematics,2021,NA,NA,NA,NA
,2,0,0,0,"Data Analytics, MS-Excel, Blockchain, Python, Tableau",Yes,,Computer Science & Engineering,2019,1.00,NA,NA,NA
,1,0,0,0,"MS-Excel, Data Analytics, MS-Office, Python",Yes,Bachelor of Commerce (B.Com),Commerce With Maths,2019,NA,NA,1,1
,1,2,1,1,"Machine Learning, Deep Learning, Natural Language Processing (NLP), Python, SQL",Yes,B.sc(chem),,2021,NA,NA,NA,NA
,0,0,0,0,,Yes,B.Tech,,2024,NA,NA,NA,NA
,2,2,2,3,"Deep Learning, Data Analytics, Data Science, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, SQL, Statistics, Tableau",Yes,Bachelor of Technology (B.Tech),,2022,NA,0.89,1,1
,1,0,0,0,Python,Yes,B.Tech,Electronics and Communication,2024,NA,NA,NA,NA
,2,0,0,0,"C++ Programming, CSS, Data Structures, HTML, JavaScript, Python, Data Analytics",Yes,B.Tech,IT,2024,NA,NA,NA,NA
,0,0,0,0,,Yes,B.Tech,Computer Science & Engineering,2023,1.00,NA,NA,NA
,3,3,3,3,"C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, Docker, Java, Machine Learning, Natural Language Processing (NLP), NoSQL, Python, R Programming, SQL, CI/CD, Computer Vision, Flask, Git, JavaScript, Linux, MS-Excel, MongoDB, OpenCV",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,1,2,0,2,"Deep Learning, Machine Learning, C Programming, Data Science, MySQL, Python",Yes,B.Tech,Electronics and Communication,2022,NA,0.8,1,1
,3,2,0,0,"Data Analytics, Data Science, Economics, Flask, HTML, MS-Excel, Mathematics, Power BI, Python, SQL, CSS, Django, Financial Modeling, JavaScript, MS-PowerPoint, Machine Learning, ReactJS, Tailwind CSS, TypeScript",Yes,Bachelor of Science (B.Sc) (Hons.),Mathematics,2025,NA,NA,1,1
,2,2,1,1,"English Proficiency (Spoken), English Proficiency (Written), Painting, Sketching, Adobe Photoshop, Algorithms, C Programming, C++ Programming, Creative Writing, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), MS-PowerPoint, Machine Learning, MySQL, Python, WordPress, AutoCAD, Deep Learning, Korean Proficiency (Spoken), Korean Proficiency (Written), Natural Language Processing (NLP)",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2025,0.81,NA,1,1
,2,1,0,0,"C++ Programming, Python, Data Analytics, Machine Learning",Yes,Bachelor of Computer Engineering,computer science,2024,NA,0.778,1,1
,1,0,0,0,"Power BI, Python, SQL",Yes,B.Tech,,2015,NA,NA,NA,NA
,2,2,0,1,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Data Analytics, Data Science, Data Structures, Java, JavaScript, Machine Learning, PHP, Power BI, Python, SQL, Tableau, Deep Learning",Yes,B.Tech,Information Technology,2014,NA,NA,1,1
,2,2,0,2,"Deep Learning, MS-Excel, Machine Learning, MySQL, Power BI, Python, Statistics",Yes,B.Tech,,2019,NA,NA,NA,NA
,2,2,0,0,"C Programming, Creative Writing, Data Science, Data Structures, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), HTML, Machine Learning, Neural Networks, NoSQL, Node.js, Python, ReactJS, SQL, Unix",Yes,,,0,NA,NA,NA,NA
,2,1,0,0,"C++ Programming, MySQL, Python, SQL, C Programming, HTML, Java, MATLAB, Machine Learning, Oracle, STATA",Yes,B.Tech,,2024,NA,0.934,1,1
,2,2,1,1,"MS-Excel, MS-Office, C Programming, Machine Learning, Python, Deep Learning, Natural Language Processing (NLP), Neural Networks",Yes,B.Tech,,2024,NA,NA,NA,NA
,3,2,0,2,"Python, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Neural Networks, SQL",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.841,1,1
,0,0,0,0,,Yes,Bachelor of Science (B.Sc),Information Technology,2022,NA,NA,NA,NA
,2,2,1,1,"GitHub, MS-Excel, MySQL, Tableau, AutoCAD, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Machine Learning, Python, SQL, Deep Learning, Natural Language Processing (NLP), Power BI",Yes,B.Tech,,2025,NA,NA,NA,NA
,2,2,2,2,"English Proficiency (Spoken), English Proficiency (Written), Bootstrap, C++ Programming, CSS, Data Science, Deep Learning, HTML, LaTeX, MATLAB, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Data Analytics",Yes,B.Tech,Electrical Engineering,2024,NA,NA,1,1
,2,2,0,2,"Computer Vision, Data Analytics, Deep Learning, Machine Learning, OpenCV, Python, SQL",Yes,,Computer Science & Engineering,2020,NA,NA,NA,NA
,2,2,1,1,"Data Structures, Machine Learning, Python, Stock Trading, C++ Programming, Data Science, Deep Learning, Natural Language Processing (NLP), Neural Networks",Yes,Bachelor of Technology (B.Tech),Computer Science,2024,NA,NA,NA,NA
,3,2,3,2,"Data Analytics, Data Science, Natural Language Processing (NLP), Python, Artificial intelligence, Data Structures, Database Management System (DBMS), Deep Learning, Django, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Machine Learning, Power BI, Research and Analytics, SQL, Tableau, Amazon Web Services (AWS), JavaScript, OpenCV",Yes,Bachelor of Technology (B.Tech),Information Technology,2023,NA,0.86,1,NA
,0,0,0,0,"English Proficiency (Written), GUI Testing, MS-Office, Manual Testing, Selenium, Software Testing, Time Management, CSS, Database Testing, English Proficiency (Spoken), Git, GitHub, HTML, Java, JavaScript, Jira, MySQL, Postman, Quality Assurance/Quality Control (QA/QC)",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2019,NA,NA,NA,NA
,0,0,0,0,C Programming,Yes,B.Tech,,2024,NA,NA,1,NA
,3,2,0,0,"Python, Java, Machine Learning, Computer Vision, Data Science, JavaScript",Yes,B.Tech,Electrical and Electronics Engineering,2019,NA,NA,NA,NA
,2,3,0,0,"English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-Office, Machine Learning, Power BI, SQL, Tableau, Data Analytics, Data Science, English Proficiency (Spoken), MS-Word, Python, Research and Analytics, Statistics, Cloud Computing, R Programming",Yes,Bachelor of Science (B.Sc),Mathematics,2020,NA,NA,NA,NA
,1,1,0,0,"MS-Excel, Data Analytics, Data Science, Machine Learning, Python",Yes,Master in Artificial intelligence,,2024,NA,NA,NA,NA
,2,0,0,0,"MATLAB, MS-Excel, MySQL, Power BI, Python",Yes,MBA,Finance,2023,NA,NA,NA,NA
,1,2,0,0,"Artificial Intelligence, HTML, Machine Learning, Python",Yes,B.Tech,computer science,2024,NA,0.944,NA,NA
,2,2,2,0,"Artificial Intelligence, BIG DATA ANALYTICS, Bengali Proficiency (Spoken), Business Analysis, Data Analytics, Data Science, English Proficiency (Written), Machine Learning, MySQL, Natural Language Processing (NLP), Python, Statistical Modeling, Computer Vision",Yes,Bachelor of Computer Applications (BCA) (Hons.),Data Analytics,2023,NA,NA,NA,NA
,2,0,0,0,"Python, Django",Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2023,NA,0.907,NA,NA
,2,3,0,1,"Machine Learning, Data Science, Power BI, Python, Deep Learning, MS-Excel",Yes,B.Tech,Electrical Engineering,2022,0.86,NA,NA,NA
,2,2,2,2,"Artificial Intelligence, Data Analytics, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Power BI",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,NA,NA,1,1
,2,2,1,2,"MS-Excel, Data Analytics, Database Management System (DBMS), Deep Learning, Machine Learning, Power BI, Python, SQL, Amazon Web Services (AWS), Data Science, MongoDB, Natural Language Processing (NLP), Tableau, WordPress",Yes,Master of Science (M.Sc),Data Science,2023,NA,NA,NA,NA
,2,2,2,1,"Data Analytics, Data Science, MS-Excel, MS-Office, Machine Learning, Natural Language Processing (NLP), Python, SQL, Artificial Intelligence, Deep Learning, Neural Networks",Yes,Bachelor of Science (B.Sc) (Hons.),computer science,2022,NA,0.947,1,1
,2,2,0,0,"Data Analytics, Data Structures, Machine Learning, Python",Yes,Master of Computer Applications (MCA),,2024,0.88,NA,NA,NA
,2,2,0,0,"CSS, HTML, C++ Programming, Data Analytics, JavaScript, Machine Learning, Python",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.84,1,1
,0,0,0,0,,Yes,Bachelor of Science (B.Sc),,2024,NA,NA,NA,NA
,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Artificial Intelligence, C++ Programming, Computer Vision, Deep Learning, Machine Learning, Python",Yes,B.Tech,Electronics and Telecommunication Engineering (ETE),2024,NA,NA,NA,NA
,3,3,2,3,"BIG DATA ANALYTICS, C Programming, C++ Programming, Data Science, Data Structures, Deep Learning, HTML, Machine Learning, Python, SQLite, Artificial Intelligence, Data Analytics, Database Management System (DBMS), Java, JavaScript, MATLAB, MS-Excel, Natural Language Processing (NLP), Computer Networks, Internet of Things (IoT)",Yes,B.Tech,Artificial Intelligence,2024,NA,NA,NA,NA
,3,2,2,2,"C++ Programming, Computer Vision, Image Processing, MS-Office, MS-PowerPoint, Mathematics, Neural Networks, OpenCV, Python, Report Writing, Research and Analytics, SQL, Algorithms, American English, Artificial intelligence, Business Analysis, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Flask, Google Analytics, Java, JavaScript, MS-Excel, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), NoSQL, Power BI, R Programming, REST API, Statistical Modeling, Tableau, Amazon Web Server (AWS), Amazon Web Services (AWS), Django, Hadoop, Node.js",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.0933,1,NA
,1,0,0,0,"C Programming, English Proficiency (Written), Java, MySQL, C++ Programming, Creative Writing, Python",Yes,Bachelor of Technology (B.Tech),Computer & Communication Engineering,2022,NA,0.768,1,1
,2,2,0,1,"Java, Machine Learning, Python, Artificial Intelligence, C Programming, C++ Programming, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, Neural Networks",Yes,B.Tech,Computer Science & Engineering(Artificial Intelligence),2024,NA,0.84,NA,NA
,2,1,0,1,"Data Science, Java, Python, Data Analytics, Deep Learning, Machine Learning, Neural Networks",Yes,Bachelor of Technology (B.Tech),Artificial Intelligence And Data Science,2025,NA,0.83,1,NA
,2,1,0,0,"Python, Data Analytics, Data Science, MS-Excel, Machine Learning, SQL",Yes,Master of Data Science,,2023,0.87,0.828,NA,NA
,2,0,0,0,"C Programming, C++ Programming, Data Science, Python, Tableau",Yes,Master of Computer Applications (MCA),Computer Application,2024,NA,NA,NA,NA
,3,2,0,0,"Python, Java, Machine Learning, SQL, R Programming",Yes,B.Tech,AI,2024,NA,0.81,1,1
,0,0,0,0,,Yes,Bachelor of Commerce (B.Com),Accounts,2023,NA,NA,NA,NA
,3,2,0,0,"Python, Algorithms, Data Structures, Machine Learning, Android",Yes,Bachelor of Technology (B.Tech),Electronics and Communication,2024,NA,0.84,1,1
,3,2,0,0,"Django, Python, Arduino, Data Analytics, Data Science, Machine Learning, MySQL, Power BI, Raspberry Pi, Tableau",Yes,Master of Science (M.Sc),electronics,2021,NA,NA,NA,NA
,1,0,0,0,"C Programming, C++ Programming, CSS, Cloud Computing, HTML, JavaScript, ReactJS, Android, Java, MySQL, Node.js, Python",Yes,Bachelor of Engineering (B.E),Electronics and Communication,2023,NA,0.92,1,1
,2,2,2,0,"C++ Programming, CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Office, MS-Word, SQL, Blogging, C Programming, Data Science, Data Structures, JavaScript, MS-Excel, Machine Learning, Mathematics, Natural Language Processing (NLP), PHP, Python, R Programming, Search Engine Optimization (SEO), WordPress, Flask, Java, jQuery",Yes,Bachelor of Technology (B.Tech),Computer Science,2023,NA,NA,1,1
,2,2,0,2,"Data Analytics, Deep Learning, Machine Learning, MySQL, PostgreSQL, Python, Statistical Modeling",Yes,Post Graduate Diploma,Artificial Intelligence And Machine Learning,2022,NA,NA,NA,NA
,2,1,0,0,"C Programming, Python, Machine Learning",Yes,B.Tech,Computer Science And Information Technology,2024,NA,0.889,NA,NA
,3,3,0,2,"Data Structures, Machine Learning, Python, Data Analytics, Deep Learning, SQL, MS-Excel",Yes,B.Tech,AIML,2024,NA,NA,NA,NA
,3,2,2,2,"Algorithms, C Programming, C++ Programming, Data Analytics, Data Science, MS-Excel, Mathematics, Python, SQL, CSS, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), JavaScript",Yes,B.Tech,Computer Science,2022,NA,0.7,1,1
,0,2,0,0,"Artificial Intelligence, Java, Machine Learning",Yes,B.Tech(CSE),,2024,0.84,NA,1,1
,0,0,0,0,,Yes,Bachelor of Engineering (B.E),,2021,NA,NA,NA,NA
,2,2,1,2,"Data Science, Deep Learning, Machine Learning, Python, SQL, C Programming, Flutter, Java, Natural Language Processing (NLP)",Yes,B.Tech,,2024,NA,NA,1,1
,0,0,0,0,"English Proficiency (Spoken), Sketching, German Proficiency (Spoken)",Yes,Bachelor of Science (B.Sc),Computer Science,2021,NA,NA,NA,NA
,2,2,0,2,"C++ Programming, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, MySQL, Python",Yes,Bachelor of Science (B.Sc),Mathematics,2018,NA,0.742,NA,NA
,0,0,0,0,MS-Excel,Yes,Bachelor of Science (B.Sc),computer science,2022,NA,0.62,1,1
,3,3,2,3,"Computer Vision, Data Structures, Database Management System (DBMS), Deep Learning, Machine Learning, Mathematics, Python, SQL, C++ Programming, Natural Language Processing (NLP)",Yes,B.Tech,,2023,NA,NA,NA,NA
,2,0,0,0,"C Programming, C++ Programming, English Proficiency (Spoken), English Proficiency (Written), HTML, MySQL, Python",Yes,Bachelor Of Technology (B.Tech) CS,Computer Science & Engineering,2023,NA,NA,NA,NA
,2,2,0,0,"MS-Excel, MS-PowerPoint, SQL, C Programming, C++ Programming, CSS, English Proficiency (Spoken), Internet of Things (IoT), Java, Linux, Machine Learning, Python, HTML, JavaScript",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.794,1,1
,2,1,0,1,"MS-Excel, Python, Data Analytics, Data Science, Deep Learning, Machine Learning, R Programming, SQL",Yes,M.Sc. Management,Data Science,2023,NA,NA,NA,NA
,0,0,0,0,"Business Analysis, Data Analytics, Data Science",Yes,Bachelor of Engineering (B.E),,2018,NA,0.683,NA,NA
,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Word, MySQL, Algorithms, CSS, Content Writing, Deep Learning, Machine Learning, Python, Social Media Marketing, WordPress, Copywriting, JavaScript",Yes,Bachelor of Computer Applications (BCA),,2024,NA,NA,1,NA
,1,2,0,0,"MS-Office, Machine Learning, Photography, Statistical Modeling, Adobe Photoshop, Data Analytics, HTML, MS-Excel, Python, Tableau",Yes,Master of Computer Applications (MCA),Computer Application,2024,NA,0.848,1,1
,2,2,2,1,"Data Analytics, Data Science, Machine Learning, MySQL, Natural Language Processing (NLP), Python, SQL, Data Structures, Deep Learning",Yes,B.Tech,Information Technology,2023,NA,0.8,1,1
,0,0,0,0,,Yes,Master of Computer Applications (MCA),Computer Application,2023,0.96,0.65,NA,NA
,3,0,0,0,"Python, English Proficiency (Written), SQL, Creative Writing, Social Media Marketing",Yes,B.Tech,Computer Science,2025,NA,NA,1,1
,0,0,0,0,"Photography, Adobe Photoshop, Video Editing, Digital Advertising, Video Making",Yes,Bachelor of Engineering (B.E),Electronics and Communication,2024,NA,NA,NA,NA
,2,1,0,0,"C Programming, C++ Programming, HTML, MySQL, Python, CSS, Data Science, Java, Machine Learning, UI & UX Design",No,B.Tech,AIML,2025,NA,0.965555556,NA,NA
,2,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Mathematics, PostgreSQL, Python, SPSS",Yes,Bachelor of Science (B.Sc) (Hons.),"Mathematics, Economics Minor",2022,NA,NA,1,NA
